node,gnn_score
0,0.7753719091415405
1,0.644716739654541
2,0.34306272864341736
3,0.5702065229415894
4,0.5238826870918274
5,0.368216872215271
6,0.741559624671936
7,0.32554274797439575
8,0.34994828701019287
9,0.5378099083900452
10,0.6126428246498108
11,0.34767356514930725
12,0.6839895844459534
13,0.4508136808872223
14,0.35307905077934265
15,0.20101991295814514
16,0.7055546045303345
17,0.19553104043006897
18,0.20848464965820312
19,0.4685576260089874
20,0.7206982374191284
21,0.6376991271972656
22,0.3753415048122406
23,0.25664979219436646
24,0.5088456869125366
25,0.30581650137901306
26,0.3199831545352936
27,0.4403061270713806
28,0.8015956282615662
29,0.3987317383289337
30,0.23125067353248596
31,0.30337849259376526
32,0.5098032355308533
33,0.2669951617717743
34,0.3663876950740814
35,0.4498629570007324
36,0.24935206770896912
37,0.3861972689628601
38,0.3167250454425812
39,0.4573999345302582
40,0.6339218020439148
41,0.23865313827991486
42,0.3758508265018463
43,0.4684946537017822
44,0.4410671293735504
45,0.7817102670669556
46,0.5870380401611328
47,0.5447795987129211
48,0.5328524112701416
49,0.6114687323570251
50,0.3944236934185028
51,0.6405513286590576
52,0.742581844329834
53,0.19921556115150452
54,0.43774542212486267
55,0.23412175476551056
56,0.5104830861091614
57,0.27419567108154297
58,0.6036783456802368
59,0.48397549986839294
60,0.4081667363643646
61,0.6147916316986084
62,0.37543991208076477
63,0.47688761353492737
64,0.3494577705860138
65,0.2458653748035431
66,0.312889963388443
67,0.5924160480499268
68,0.4604944884777069
69,0.4074145555496216
70,0.2851177752017975
71,0.8020714521408081
72,0.4076192080974579
73,0.42440149188041687
74,0.7301496267318726
75,0.6902947425842285
76,0.5302802324295044
77,0.538467526435852
78,0.4461088478565216
79,0.35937103629112244
80,0.5918354988098145
81,0.45038220286369324
82,0.24149136245250702
83,0.37514880299568176
84,0.5115317702293396
85,0.6227445602416992
86,0.7751996517181396
87,0.40258410573005676
88,0.584987223148346
89,0.6253347396850586
90,0.5430143475532532
91,0.35043349862098694
92,0.40937426686286926
93,0.5001561045646667
94,0.7328529357910156
95,0.41297319531440735
96,0.31312116980552673
97,0.23268456757068634
98,0.7612665891647339
99,0.5278555750846863
100,0.7693308591842651
101,0.3154013752937317
102,0.6098031997680664
103,0.6221795082092285
104,0.372097909450531
105,0.7573742270469666
106,0.30945292115211487
107,0.6630570292472839
108,0.5687446594238281
109,0.32733258605003357
110,0.8081266283988953
111,0.36030498147010803
112,0.27332282066345215
113,0.3932779133319855
114,0.6691508293151855
115,0.3235393762588501
116,0.39282095432281494
117,0.29698991775512695
118,0.38259008526802063
119,0.32526540756225586
120,0.3853210508823395
121,0.38839825987815857
122,0.6551554203033447
123,0.28869009017944336
124,0.358429491519928
125,0.4319668412208557
126,0.32347404956817627
127,0.7227407693862915
128,0.7849094867706299
129,0.3853868842124939
130,0.7984067797660828
131,0.3919653594493866
132,0.2582278549671173
133,0.7389913201332092
134,0.6586591601371765
135,0.32660314440727234
136,0.61345374584198
137,0.3614084720611572
138,0.39394110441207886
139,0.6632707715034485
140,0.21385027468204498
141,0.4719073474407196
142,0.5412024259567261
143,0.4856051504611969
144,0.5379987955093384
145,0.6256362199783325
146,0.4385400712490082
147,0.38727515935897827
148,0.6629166603088379
149,0.6517400741577148
150,0.5926402807235718
151,0.24238038063049316
152,0.5998143553733826
153,0.38676488399505615
154,0.23258551955223083
155,0.3504006564617157
156,0.36185726523399353
157,0.31970593333244324
158,0.8070698976516724
159,0.6365854740142822
160,0.2094738930463791
161,0.4440784752368927
162,0.1971730887889862
163,0.30342352390289307
164,0.6074177026748657
165,0.24882470071315765
166,0.35908931493759155
167,0.45965173840522766
168,0.23466572165489197
169,0.4326300024986267
170,0.5076454281806946
171,0.1936521977186203
172,0.3606504797935486
173,0.21186883747577667
174,0.46714213490486145
175,0.46760740876197815
176,0.3734496235847473
177,0.45840486884117126
178,0.27000436186790466
179,0.4156077802181244
180,0.5133802890777588
181,0.5640847682952881
182,0.1786496341228485
183,0.7526102066040039
184,0.4054870903491974
185,0.5844409465789795
186,0.3930639624595642
187,0.472726970911026
188,0.3996516168117523
189,0.48123282194137573
190,0.24707815051078796
191,0.8009459972381592
192,0.484567254781723
193,0.32337895035743713
194,0.6537110805511475
195,0.3925195038318634
196,0.722095251083374
197,0.27645254135131836
198,0.3214109241962433
199,0.7336856126785278
200,0.6119589805603027
201,0.37590232491493225
202,0.6091647148132324
203,0.38149985671043396
204,0.546650767326355
205,0.7382552623748779
206,0.7069686651229858
207,0.4309332072734833
208,0.22397878766059875
209,0.43604618310928345
210,0.45884180068969727
211,0.49489304423332214
212,0.19601403176784515
213,0.4880601465702057
214,0.4318816363811493
215,0.2519906461238861
216,0.5608394145965576
217,0.2013663649559021
218,0.6612955331802368
219,0.17136001586914062
220,0.4152010381221771
221,0.7309530973434448
222,0.27365145087242126
223,0.41425368189811707
224,0.6008135080337524
225,0.3511590361595154
226,0.3840087354183197
227,0.4367070496082306
228,0.4493209421634674
229,0.2880428731441498
230,0.4752933084964752
231,0.3909338712692261
232,0.35499149560928345
233,0.44223618507385254
234,0.29329103231430054
235,0.6512105464935303
236,0.4835617244243622
237,0.45301583409309387
238,0.5118104219436646
239,0.3821661174297333
240,0.5382806062698364
241,0.3642556369304657
242,0.3556506335735321
243,0.22354499995708466
244,0.719302237033844
245,0.4518842399120331
246,0.48025795817375183
247,0.31100761890411377
248,0.26227179169654846
249,0.7971739768981934
250,0.3771675229072571
251,0.2719680964946747
252,0.37665465474128723
253,0.5555486679077148
254,0.5993033647537231
255,0.40962785482406616
256,0.7335346341133118
257,0.573983907699585
258,0.28715530037879944
259,0.36283251643180847
260,0.23216015100479126
261,0.4768032729625702
262,0.6366636753082275
263,0.3111881911754608
264,0.23510190844535828
265,0.30552932620048523
266,0.38745230436325073
267,0.36239174008369446
268,0.24785354733467102
269,0.7188613414764404
270,0.34935832023620605
271,0.4252372682094574
272,0.31877559423446655
273,0.5321130752563477
274,0.38870367407798767
275,0.2466278374195099
276,0.4543353319168091
277,0.6019592881202698
278,0.3014827072620392
279,0.3748067319393158
280,0.44390633702278137
281,0.38132908940315247
282,0.4784229099750519
283,0.5876730680465698
284,0.6927452087402344
285,0.7797219753265381
286,0.7108484506607056
287,0.31814485788345337
288,0.5717164278030396
289,0.39337489008903503
290,0.45382001996040344
291,0.4168192446231842
292,0.35780417919158936
293,0.8001548647880554
294,0.4843878448009491
295,0.3781861662864685
296,0.60767662525177
297,0.48126065731048584
298,0.38474103808403015
299,0.5741340517997742
300,0.28355973958969116
301,0.69605553150177
302,0.5601335167884827
303,0.7136106491088867
304,0.4665129482746124
305,0.39881017804145813
306,0.6801721453666687
307,0.6143407821655273
308,0.4155852496623993
309,0.746684193611145
310,0.20670770108699799
311,0.42767223715782166
312,0.3608277142047882
313,0.17188002169132233
314,0.3318975865840912
315,0.42721500992774963
316,0.7754417657852173
317,0.42627856135368347
318,0.418075293302536
319,0.38247162103652954
320,0.4815257787704468
321,0.3691284954547882
322,0.22777310013771057
323,0.2579866051673889
324,0.3606877624988556
325,0.3627486228942871
326,0.8294000625610352
327,0.3101296126842499
328,0.45957592129707336
329,0.33262041211128235
330,0.5493353605270386
331,0.38537466526031494
332,0.3647713363170624
333,0.2040320187807083
334,0.3152574300765991
335,0.655523419380188
336,0.7216712236404419
337,0.3140864670276642
338,0.47852465510368347
339,0.48556849360466003
340,0.44814443588256836
341,0.366253525018692
342,0.5902748107910156
343,0.17735104262828827
344,0.4355357587337494
345,0.34206655621528625
346,0.7563376426696777
347,0.4366878271102905
348,0.2819758951663971
349,0.7845393419265747
350,0.7275279760360718
351,0.4242597222328186
352,0.39950937032699585
353,0.572476327419281
354,0.5463635921478271
355,0.3949887156486511
356,0.5651127099990845
357,0.3902261555194855
358,0.8142056465148926
359,0.2923201024532318
360,0.6133617162704468
361,0.6954922676086426
362,0.6978381276130676
363,0.3086266815662384
364,0.30944594740867615
365,0.5114814043045044
366,0.5165134072303772
367,0.4466514587402344
368,0.3135366141796112
369,0.2664777636528015
370,0.37073639035224915
371,0.6049326658248901
372,0.6243076920509338
373,0.7225198745727539
374,0.681088924407959
375,0.38150858879089355
376,0.297391414642334
377,0.2821381986141205
378,0.19926024973392487
379,0.6898643970489502
380,0.524016261100769
381,0.25851330161094666
382,0.31343093514442444
383,0.6077121496200562
384,0.4592021107673645
385,0.24037852883338928
386,0.4822862446308136
387,0.3838532269001007
388,0.6316460371017456
389,0.29404163360595703
390,0.7175178527832031
391,0.3753669857978821
392,0.36935022473335266
393,0.6271766424179077
394,0.27989307045936584
395,0.6530928611755371
396,0.33614614605903625
397,0.5438288450241089
398,0.7255887985229492
399,0.6577714085578918
400,0.3913957476615906
401,0.33486393094062805
402,0.5421435832977295
403,0.1659027338027954
404,0.30019038915634155
405,0.447448194026947
406,0.39290744066238403
407,0.45566579699516296
408,0.7783529162406921
409,0.4383051097393036
410,0.4248056411743164
411,0.46402737498283386
412,0.2753145694732666
413,0.3661676347255707
414,0.35519295930862427
415,0.20928643643856049
416,0.21916821599006653
417,0.5076048970222473
418,0.5800728797912598
419,0.423543781042099
420,0.6308114528656006
421,0.4319974482059479
422,0.5749356746673584
423,0.4868069589138031
424,0.41764357686042786
425,0.4059598743915558
426,0.3731253147125244
427,0.545019805431366
428,0.535492479801178
429,0.7322226762771606
430,0.5918576121330261
431,0.6022026538848877
432,0.32696714997291565
433,0.36513587832450867
434,0.5194177031517029
435,0.349216490983963
436,0.43830156326293945
437,0.5055021047592163
438,0.389242559671402
439,0.5678403377532959
440,0.5830574035644531
441,0.35359299182891846
442,0.3874557912349701
443,0.5346400141716003
444,0.5687973499298096
445,0.7412868142127991
446,0.6624630689620972
447,0.676690936088562
448,0.264695405960083
449,0.6082131266593933
450,0.6777100563049316
451,0.6141015291213989
452,0.7467505931854248
453,0.6565767526626587
454,0.3178379237651825
455,0.2373911291360855
456,0.37050554156303406
457,0.4237314760684967
458,0.47787025570869446
459,0.2868010103702545
460,0.46263620257377625
461,0.24218127131462097
462,0.5170412063598633
463,0.47314131259918213
464,0.41724762320518494
465,0.5682967901229858
466,0.4943438768386841
467,0.3457886278629303
468,0.26122406125068665
469,0.5491585731506348
470,0.4520525336265564
471,0.25850430130958557
472,0.3067340552806854
473,0.31676313281059265
474,0.7354010343551636
475,0.20174691081047058
476,0.28078848123550415
477,0.416942298412323
478,0.28194212913513184
479,0.19658805429935455
480,0.23979821801185608
481,0.3386140763759613
482,0.6606302261352539
483,0.2558179795742035
484,0.739854633808136
485,0.45407822728157043
486,0.4271720349788666
487,0.6185814142227173
488,0.6614726185798645
489,0.7692558169364929
490,0.40334567427635193
491,0.5616914629936218
492,0.5452220439910889
493,0.2969612777233124
494,0.18657511472702026
495,0.6276815533638
496,0.3387871980667114
497,0.5409375429153442
498,0.3580302298069
499,0.2824057340621948
500,0.5087258219718933
501,0.26615267992019653
502,0.2725009322166443
503,0.5165256857872009
504,0.5432455539703369
505,0.25547295808792114
506,0.2946699559688568
507,0.5410971641540527
508,0.7651642560958862
509,0.5391952991485596
510,0.36121049523353577
511,0.6175564527511597
512,0.3925701975822449
513,0.2566382586956024
514,0.4265333116054535
515,0.6614248752593994
516,0.35089123249053955
517,0.3916676938533783
518,0.476538747549057
519,0.6661343574523926
520,0.2771793305873871
521,0.5966525077819824
522,0.2759934365749359
523,0.25942015647888184
524,0.5534587502479553
525,0.6019175052642822
526,0.4917960464954376
527,0.19819402694702148
528,0.36090922355651855
529,0.5825775861740112
530,0.5587407946586609
531,0.5857688188552856
532,0.33669957518577576
533,0.4482434093952179
534,0.5122742652893066
535,0.7192931175231934
536,0.35692694783210754
537,0.8162555694580078
538,0.424974650144577
539,0.3706098794937134
540,0.324227899312973
541,0.6083060503005981
542,0.38639938831329346
