epoch,loss,g_reg,g_rank,topk,b_reg,b_rank,mono,spearman,kendall
1,6.369878768920898,0.5763569474220276,0.69942307472229,0.5319346785545349,0.12277227640151978,0.6219857335090637,0.5999367237091064,-0.019230769230769235,-0.017543859649122806
2,5.741508483886719,0.30571964383125305,0.5645075440406799,0.6660400032997131,0.12056934833526611,0.5919991731643677,0.5843257308006287,0.017206477732793525,0.004048582995951417
3,3.4596590995788574,0.14576250314712524,0.46553850173950195,0.28862127661705017,0.14269490540027618,0.5314686894416809,0.627579391002655,-0.08643724696356277,-0.07152496626180838
4,2.829160213470459,0.09626156091690063,0.3818470537662506,0.2395932376384735,0.16357609629631042,0.48869240283966064,0.6592990756034851,-0.11315789473684211,-0.07692307692307693
5,1.9896501302719116,0.06509296596050262,0.3483867943286896,0.07456060498952866,0.17187213897705078,0.5179796814918518,0.6628881096839905,0.014777327935222673,-0.012145748987854251
6,2.020263910293579,0.06853936612606049,0.30639439821243286,0.11720379441976547,0.16054952144622803,0.5201157331466675,0.6321361064910889,0.05060728744939271,0.039136302294197026
7,1.836722731590271,0.06517387926578522,0.2761208713054657,0.1052335798740387,0.15688416361808777,0.4796271026134491,0.6185747981071472,0.04230769230769231,-0.006747638326585695
8,1.3936697244644165,0.06855151802301407,0.20130296051502228,0.06589171290397644,0.14775189757347107,0.41862618923187256,0.601508378982544,0.05161943319838057,0.017543859649122806
9,1.235490083694458,0.08425328135490417,0.18166866898536682,0.034674301743507385,0.1292409598827362,0.41977623105049133,0.5501413345336914,0.12510121457489878,0.07422402159244265
10,0.9884910583496094,0.0618768036365509,0.1316174864768982,0.03347231075167656,0.12122942507266998,0.40320584177970886,0.510454535484314,0.15728744939271255,0.12010796221322538
11,0.8821055889129639,0.06223131716251373,0.1112506091594696,0.02572319470345974,0.12680841982364655,0.3913353979587555,0.5181785225868225,0.22145748987854252,0.16869095816464239
12,0.8067724108695984,0.059573523700237274,0.08658726513385773,0.032841622829437256,0.1255960762500763,0.3726358115673065,0.4907829761505127,0.22064777327935223,0.1659919028340081
13,0.7950024008750916,0.04740481823682785,0.09214845299720764,0.03355993703007698,0.1210387796163559,0.36809977889060974,0.4715450406074524,0.20607287449392714,0.13900134952766532
14,0.7385314106941223,0.03924963250756264,0.06398150324821472,0.05154256522655487,0.10917086154222488,0.3533901274204254,0.45379412174224854,0.17813765182186236,0.12010796221322538
15,0.6121433973312378,0.03205779194831848,0.05338358134031296,0.03541567549109459,0.10178444534540176,0.3435620367527008,0.4306841790676117,0.15263157894736845,0.10121457489878544
16,0.5538380742073059,0.02278614602982998,0.05243280529975891,0.027611616998910904,0.10484061390161514,0.3427545130252838,0.4210018217563629,0.13704453441295547,0.10121457489878544
17,0.654301643371582,0.023045456036925316,0.05087314546108246,0.05726057291030884,0.10618124902248383,0.31729766726493835,0.406454861164093,0.1508097165991903,0.10931174089068826
18,0.547788143157959,0.028858419507741928,0.05429716035723686,0.022648818790912628,0.10987898707389832,0.3273567259311676,0.4068099856376648,0.1562753036437247,0.11201079622132254
19,0.5566418170928955,0.02930419147014618,0.039938002824783325,0.039608437567949295,0.10310191661119461,0.31060871481895447,0.39100009202957153,0.1771255060728745,0.13360323886639677
20,0.5211495757102966,0.026311857625842094,0.04525980353355408,0.02709941193461418,0.09959807246923447,0.3191964328289032,0.38009828329086304,0.17327935222672064,0.12820512820512822
21,0.47052162885665894,0.026512596756219864,0.035678986459970474,0.025608299300074577,0.09404928237199783,0.29843440651893616,0.3661669194698334,0.18623481781376522,0.13630229419703105
22,0.44410592317581177,0.021086733788251877,0.03238582983613014,0.026927800849080086,0.0885157436132431,0.2883710563182831,0.345807284116745,0.20323886639676114,0.1524966261808367
23,0.4241964817047119,0.022345703095197678,0.039749592542648315,0.014606005512177944,0.08382797241210938,0.29239991307258606,0.3240373134613037,0.1965587044534413,0.1417004048582996
24,0.4312772750854492,0.017192380502820015,0.028499431908130646,0.031621914356946945,0.0797995775938034,0.27768567204475403,0.30475717782974243,0.1896761133603239,0.1309041835357625
25,0.5025417804718018,0.017677312716841698,0.02761046774685383,0.05120031535625458,0.077532097697258,0.26997891068458557,0.28335797786712646,0.22813765182186235,0.16059379217273956
26,0.405485600233078,0.01210466306656599,0.024410059675574303,0.034732647240161896,0.07316913455724716,0.2608686089515686,0.2621380090713501,0.27004048582995954,0.18488529014844804
27,0.30788806080818176,0.01240041758865118,0.02413628064095974,0.011870806105434895,0.07194434106349945,0.25100332498550415,0.24461454153060913,0.2852226720647773,0.1929824561403509
28,0.2900899350643158,0.01293653529137373,0.021766560152173042,0.009824996814131737,0.06872501224279404,0.24833673238754272,0.22449557483196259,0.2882591093117409,0.1902834008097166
29,0.3612407445907593,0.011425442062318325,0.019392944872379303,0.03074827417731285,0.06447666883468628,0.24872100353240967,0.2200111746788025,0.2923076923076923,0.1929824561403509
30,0.3378681540489197,0.012362748384475708,0.01913760043680668,0.02621305175125599,0.06138481944799423,0.23666970431804657,0.21308322250843048,0.2884615384615385,0.1902834008097166
31,0.2916286885738373,0.010679068975150585,0.020798131823539734,0.01479864027351141,0.05942120775580406,0.2338538020849228,0.20147892832756042,0.2937246963562753,0.1902834008097166
32,0.3464406430721283,0.009622365236282349,0.02238764613866806,0.026795176789164543,0.05728502944111824,0.24345523118972778,0.18782296776771545,0.27469635627530364,0.17678812415654524
33,0.3017013967037201,0.009912043809890747,0.018265334889292717,0.020384281873703003,0.057235587388277054,0.23285029828548431,0.18613509833812714,0.2651821862348178,0.17408906882591094
34,0.25394588708877563,0.008733822032809258,0.02119484916329384,0.0076752169989049435,0.058104682713747025,0.22523868083953857,0.17597350478172302,0.23987854251012147,0.155195681511471
35,0.2743222713470459,0.008819680660963058,0.017573008313775063,0.01667855866253376,0.05914023146033287,0.21928870677947998,0.16989798843860626,0.2382591093117409,0.1524966261808367
36,0.24370425939559937,0.009482426568865776,0.018793947994709015,0.010544306598603725,0.058477211743593216,0.19632698595523834,0.16061830520629883,0.23765182186234818,0.1524966261808367
37,0.2518540620803833,0.007683710195124149,0.017982739955186844,0.013138843700289726,0.05800040811300278,0.2070738673210144,0.15625712275505066,0.24574898785425103,0.16059379217273956
38,0.2261652648448944,0.008415479212999344,0.01924959570169449,0.00717306649312377,0.0563095398247242,0.19178567826747894,0.15073847770690918,0.2506072874493927,0.1659919028340081
39,0.2873995900154114,0.007824484258890152,0.01947280764579773,0.02144497074186802,0.05752638354897499,0.20183874666690826,0.144632950425148,0.27287449392712554,0.1821862348178138
40,0.23012320697307587,0.00879078172147274,0.01361755095422268,0.012537690810859203,0.05648268014192581,0.19511093199253082,0.14260606467723846,0.27692307692307694,0.18758434547908234
41,0.23808404803276062,0.008429264649748802,0.01686580292880535,0.012636209838092327,0.0547085739672184,0.19022881984710693,0.1370093822479248,0.2777327935222672,0.18758434547908234
42,0.23220163583755493,0.008019210770726204,0.016072962433099747,0.012753395363688469,0.05425528064370155,0.1857510805130005,0.1316717118024826,0.28643724696356276,0.20377867746288802
43,0.20876750349998474,0.006315902341157198,0.013448745012283325,0.0116323446854949,0.051602430641651154,0.1758415848016739,0.12593452632427216,0.292914979757085,0.20917678812415658
44,0.21159061789512634,0.007114310748875141,0.01179068349301815,0.01205408200621605,0.051744673401117325,0.18484705686569214,0.13446256518363953,0.28603238866396763,0.19838056680161945
45,0.1793438047170639,0.007264991290867329,0.012012094259262085,0.005738801788538694,0.05131974816322327,0.1690872460603714,0.13016381859779358,0.2896761133603239,0.20107962213225372
46,0.21738357841968536,0.007943091914057732,0.012754390947520733,0.012776494957506657,0.0524328388273716,0.18010413646697998,0.12968306243419647,0.2975708502024291,0.20647773279352227
47,0.22265920042991638,0.005726897157728672,0.014172946102917194,0.0150339649990201,0.053109604865312576,0.1739858239889145,0.12593813240528107,0.2866396761133604,0.1929824561403509
48,0.19703564047813416,0.005024048499763012,0.012384388595819473,0.010021711699664593,0.053857117891311646,0.17892403900623322,0.12391141057014465,0.2744939271255061,0.18488529014844804
49,0.18819501996040344,0.005924804136157036,0.011550151742994785,0.0100525738671422,0.05368822067975998,0.16260774433612823,0.1214897558093071,0.26720647773279355,0.18488529014844804
50,0.20165058970451355,0.004047437105327845,0.010419182479381561,0.013187994249165058,0.05345183238387108,0.18202786147594452,0.1190752238035202,0.27004048582995954,0.18758434547908234
51,0.19012214243412018,0.0042376392520964146,0.00979305524379015,0.012323957867920399,0.05240464583039284,0.16970877349376678,0.11723332107067108,0.2819838056680162,0.19838056680161945
52,0.18319164216518402,0.004940649028867483,0.010896056890487671,0.009176929481327534,0.05327482521533966,0.1697012037038803,0.1163601204752922,0.28360323886639677,0.20107962213225372
53,0.17973504960536957,0.004415553994476795,0.012069208547472954,0.007630645763128996,0.05350543558597565,0.1691070944070816,0.12054535746574402,0.2799595141700405,0.19568151147098517
54,0.20144842565059662,0.005232551135122776,0.012006271630525589,0.01214914582669735,0.054951369762420654,0.17240126430988312,0.12105489522218704,0.2724696356275304,0.1902834008097166
55,0.17019639909267426,0.0034822209272533655,0.008850264362990856,0.0077995676547288895,0.052999597042798996,0.17651426792144775,0.11519113928079605,0.2738866396761134,0.1929824561403509
56,0.1859854906797409,0.004569652024656534,0.010805508121848106,0.011073153465986252,0.05259770527482033,0.1630752831697464,0.1130412369966507,0.27732793522267213,0.1929824561403509
57,0.16547709703445435,0.005154132843017578,0.01065850630402565,0.007606063038110733,0.050192248076200485,0.1489790380001068,0.10707960277795792,0.2744939271255061,0.1902834008097166
58,0.17685073614120483,0.005147641059011221,0.010791627690196037,0.00882201548665762,0.04956871643662453,0.1618259847164154,0.1010601595044136,0.2939271255060729,0.20107962213225372
59,0.1771710366010666,0.004347587935626507,0.010606268420815468,0.00949690118432045,0.048915404826402664,0.16305966675281525,0.09542307257652283,0.2939271255060729,0.20377867746288802
60,0.20641671121120453,0.0050259740091860294,0.009941029362380505,0.018680859357118607,0.04892591014504433,0.149435892701149,0.09448392689228058,0.3006072874493927,0.20917678812415658
61,0.1507766842842102,0.0039346544072031975,0.009524770081043243,0.0055831605568528175,0.05134184658527374,0.15091486275196075,0.09358175843954086,0.2991902834008097,0.20377867746288802
62,0.1889979988336563,0.004539807327091694,0.009195331484079361,0.014992402866482735,0.05216808244585991,0.1512913852930069,0.09265387803316116,0.29473684210526313,0.20377867746288802
63,0.165928915143013,0.003742553759366274,0.00933816097676754,0.008641110733151436,0.053049635142087936,0.15914426743984222,0.08894862979650497,0.3010121457489879,0.21187584345479082
64,0.18321533501148224,0.005274886731058359,0.010570800863206387,0.01192530244588852,0.05350543558597565,0.15096504986286163,0.08992082625627518,0.31356275303643727,0.21997300944669368
65,0.17579980194568634,0.004511131905019283,0.009463770315051079,0.01165927853435278,0.052763067185878754,0.15019959211349487,0.0877111479640007,0.30465587044534415,0.21187584345479082
66,0.1458641141653061,0.004048309288918972,0.007867704145610332,0.006164978723973036,0.05074192211031914,0.14836275577545166,0.08581782132387161,0.30344129554655874,0.20917678812415658
67,0.17454573512077332,0.004484191071242094,0.009149381890892982,0.012266725301742554,0.04854877293109894,0.14614573121070862,0.08635513484477997,0.3111336032388664,0.21997300944669368
68,0.16844682395458221,0.005169019568711519,0.010930710472166538,0.009076748974621296,0.0458528958261013,0.14400146901607513,0.08747550845146179,0.31417004048582997,0.22267206477732795
69,0.15137575566768646,0.00625972356647253,0.009117214009165764,0.006661097053438425,0.04586275666952133,0.13671354949474335,0.08457519114017487,0.308502024291498,0.21727395411605938
70,0.16063174605369568,0.004689563065767288,0.008402875624597073,0.00925791822373867,0.045866455882787704,0.14745847880840302,0.08300413936376572,0.304251012145749,0.21187584345479082
71,0.14277787506580353,0.003588212886825204,0.008756137453019619,0.00598878413438797,0.047548096626996994,0.1403990536928177,0.08502742648124695,0.3,0.21187584345479082
72,0.1322474181652069,0.0038941979873925447,0.006752965040504932,0.004558099899441004,0.05018145963549614,0.1428975909948349,0.08354421705007553,0.2973684210526316,0.20647773279352227
73,0.15037812292575836,0.004130966495722532,0.009241005405783653,0.007251355331391096,0.051824405789375305,0.13868317008018494,0.08355461061000824,0.304251012145749,0.21997300944669368
74,0.1501922756433487,0.004066582303494215,0.00865962728857994,0.007190096657723188,0.051189910620450974,0.14362555742263794,0.08049938082695007,0.3052631578947369,0.21997300944669368
75,0.14417238533496857,0.003668532008305192,0.007384096272289753,0.00710501242429018,0.04996241629123688,0.1435529738664627,0.07927875220775604,0.3004048582995951,0.21187584345479082
76,0.17239190638065338,0.0036715322639793158,0.00829875934869051,0.014325856231153011,0.04804089665412903,0.13648831844329834,0.07631488889455795,0.2965587044534413,0.20917678812415658
77,0.15713180601596832,0.003181995591148734,0.007752178702503443,0.010786286555230618,0.04658191651105881,0.14113129675388336,0.0735042616724968,0.29514170040485826,0.20377867746288802
78,0.16270720958709717,0.003923654090613127,0.00994489248842001,0.010373392142355442,0.04472023993730545,0.13725794851779938,0.06992757320404053,0.29331983805668016,0.20377867746288802
