node,degree_centrality,closeness,betweenness,clustering_coeff,k_shell
0,0.0002969561989606533,0.3011283608914015,1.1572943797719261e-07,0.8333333333333334,4
1,0.006087602078693393,0.350786563986035,3.662506496931403e-05,0.31466425775368867,53
2,0.0024498886414253897,0.3137091379007434,1.174177128739997e-05,0.4166666666666667,29
3,0.004677060133630289,0.3393142877352727,0.0005167020292335296,0.1710189452124936,23
4,0.0003711952487008166,0.30758160926412625,8.83149049136648e-06,0.2,5
5,0.0017074981440237565,0.28982710025302344,3.425903698357539e-05,0.12648221343873517,16
6,0.0002969561989606533,0.2750652207521606,1.0041121906726802e-05,0.5,4
7,0.003192279138827023,0.35193838937355404,3.792989808422576e-05,0.3078626799557032,33
8,0.00044543429844097997,0.2647371937195565,8.397931843314373e-08,0.5333333333333333,5
9,0.0003711952487008166,0.27123122663420945,9.319158409886166e-06,0.2,5
11,0.0033407572383073497,0.3581503499502249,2.2634180789934324e-05,0.43232323232323233,39
12,0.005642167780252413,0.3434796437768878,7.439130030988748e-06,0.3775438596491228,53
13,0.0008166295471417966,0.33540103306674646,8.068153372028797e-07,0.5272727272727272,11
14,0.0033407572383073497,0.25230847703513737,1.8116662934933988e-06,0.6757575757575758,30
15,0.0026726057906458797,0.33893355102396894,0.0008680414779865163,0.1,15
16,0.012397921306607275,0.3713495763146939,0.0010771496367767835,0.11990476877570161,36
17,0.0017074981440237565,0.28843702713448705,6.0451380635883165e-06,0.28063241106719367,19
18,0.0005196733481811433,0.3035839406177139,2.3643959510324517e-07,0.5238095238095238,7
19,0.0003711952487008166,0.27140292702272606,4.56370967275012e-07,0.1,5
20,0.00022271714922048998,0.1891765900833093,0.0,1.0,3
21,0.0014847809948032665,0.33718797788468885,4.207147365681559e-06,0.5631578947368421,20
22,0.0023756495916852265,0.28412076908595696,2.6819741463572037e-05,0.2399193548387097,20
23,0.00044543429844097997,0.313302405325261,3.53231733128962e-06,0.4,6
25,0.00044543429844097997,0.29834338996818927,6.816161014351153e-08,0.8666666666666667,6
26,0.0005939123979213066,0.29058751855834214,1.7075567719369823e-06,0.2857142857142857,8
27,7.423904974016333e-05,0.2676480926415792,0.0,0.0,1
28,0.006829992576095026,0.35881753067772393,0.0006345642967465473,0.10702341137123746,31
29,0.005419450631031923,0.35049978470695153,0.0014777125962115512,0.158675799086758,20
30,0.00044543429844097997,0.27137521870960485,1.3563064091579239e-06,0.4666666666666667,5
31,0.009057164068299926,0.34855108274902036,3.430934338207469e-05,0.3137786207830917,53
32,0.0025983667409057165,0.3415377842499588,0.0001264928110489908,0.15966386554621848,21
33,0.0014847809948032665,0.24299481371794304,2.5606614161531346e-05,0.2631578947368421,11
34,0.006310319227913883,0.352106218839159,0.0006947082025117237,0.13473389355742296,31
35,0.0037861915367483298,0.3393142877352727,3.8807981532649825e-05,0.5615686274509804,33
