node,degree_centrality,closeness,betweenness,clustering_coeff,k_shell
0,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
1,0.0015253203172666259,0.08824239903495755,0.00014530147015570308,0.5,3
2,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
3,0.0006101281269066504,0.0008474001762592368,1.861849639629693e-07,0.0,2
4,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
5,0.0003050640634533252,0.06878166006626393,0.0,0.0,1
6,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
7,0.0006101281269066504,0.0006863941427699817,9.309248198148465e-08,0.0,2
8,0.0006101281269066504,0.06447572418073175,0.0,1.0,2
9,0.0003050640634533252,0.0011656179140903172,0.0,0.0,1
10,0.0006101281269066504,0.08617178914315841,0.00035843759121829966,0.0,2
11,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
12,0.0036607687614399025,0.08861918614347197,0.005350728390970367,0.045454545454545456,3
13,0.0015253203172666259,0.08352358294022233,0.0002842291883192763,0.5,3
14,0.0006101281269066504,0.0006101281269066504,0.0,1.0,2
15,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
16,0.004270896888346552,0.08888947178583038,0.0006713216221191529,0.45054945054945056,7
17,0.0006101281269066504,0.07172409468109991,0.000394339753673569,0.0,1
18,0.0009151921903599756,0.08086585750160259,0.004543510340433273,0.0,2
19,0.0009151921903599756,0.06806393839600727,0.000394339753673569,0.3333333333333333,2
20,0.0003050640634533252,0.06706750686543508,0.0,0.0,1
21,0.0003050640634533252,0.00040675208460443356,0.0,0.0,1
22,0.0009151921903599756,0.04672169862267707,0.0014570110031712526,0.0,2
23,0.0003050640634533252,0.06810116139105331,0.0,0.0,1
24,0.0006101281269066504,0.06396090587503017,0.000788307137419212,0.0,1
25,0.0006101281269066504,0.07886842239864385,7.658524683151058e-06,0.0,2
26,0.0006101281269066504,0.06340431217458092,0.0,1.0,2
27,0.0030506406345332518,0.08857907140582295,0.0005889794948545324,0.26666666666666666,5
28,0.003355704697986577,0.09732055134775461,0.04276419969647099,0.01818181818181818,3
29,0.0006101281269066504,0.08600946629534385,0.000394339753673569,0.0,1
30,0.0006101281269066504,0.08671731832233769,0.0022256958621904048,0.0,2
31,0.0012202562538133007,0.09702413657881047,0.0018378013458315732,0.3333333333333333,4
32,0.0006101281269066504,0.07780226969326628,0.0020566531782689147,0.0,2
33,0.0015253203172666259,0.07796611988272788,0.003174681309393181,0.1,2
34,0.0003050640634533252,0.07138395748708355,0.0,0.0,1
35,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
36,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
37,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
38,0.0006101281269066504,0.0765201251449442,0.0011629854749929296,0.0,2
39,0.0006101281269066504,0.07199551982653454,0.00010106610789822395,0.0,2
40,0.0006101281269066504,0.07231479042443492,0.000394339753673569,0.0,1
41,0.0009151921903599756,0.0009762050030506406,9.309248198148465e-07,0.0,1
42,0.0003050640634533252,0.07593052994565666,0.0,0.0,1
43,0.0030506406345332518,0.10245992671251747,0.013031844890937137,0.13333333333333333,4
44,0.0006101281269066504,0.06395791942007033,0.0,1.0,2
45,0.0003050640634533252,0.0003050640634533252,0.0,0.0,1
46,0.0003050640634533252,0.00040675208460443356,0.0,0.0,1
47,0.0015253203172666259,0.0015689008977599582,2.6065894954815703e-06,0.0,1
48,0.0003050640634533252,0.07133562963335309,0.0,0.0,1
49,0.0018303843807199512,0.0804007020144184,0.010380098347508034,0.13333333333333333,3
50,0.0006101281269066504,0.052236081311049315,0.001181902151236929,0.0,1
51,0.0024405125076266015,0.08647097785617361,0.000569821562829324,0.32142857142857145,4
52,0.0006101281269066504,0.07209024578809779,0.000394339753673569,0.0,1
53,0.0003050640634533252,0.07251385707885898,0.0,0.0,1
54,0.0009151921903599756,0.07930219187284468,0.008343399631827156,0.0,2
55,0.0009151921903599756,0.081462192103458,2.4709055213852628e-05,0.0,2
