node,gnn_score
0,0.6902286410331726
1,0.39760348200798035
2,0.5318117737770081
3,0.559661328792572
4,0.3439130187034607
5,0.5643003582954407
6,0.8230125308036804
7,0.6691705584526062
8,0.44506651163101196
9,0.62253338098526
10,0.6485798954963684
11,0.45954737067222595
12,0.5482476949691772
13,0.7230778932571411
14,0.6217260956764221
15,0.5294967293739319
16,0.5529782772064209
17,0.4182981848716736
18,0.6438731551170349
19,0.707976758480072
20,0.4513183832168579
21,0.35437893867492676
22,0.662086546421051
23,0.4327034056186676
24,0.7325665950775146
25,0.33874836564064026
26,0.3352621793746948
27,0.45479485392570496
28,0.33216798305511475
29,0.570991039276123
30,0.4492228329181671
31,0.5388081073760986
32,0.314139723777771
33,0.3107033371925354
34,0.48570090532302856
35,0.5667314529418945
36,0.5249711871147156
37,0.5141211152076721
38,0.32921114563941956
39,0.7054367065429688
40,0.6016111969947815
41,0.6417869925498962
42,0.2513720393180847
43,0.4092012345790863
44,0.46297016739845276
45,0.48204144835472107
46,0.7143077850341797
47,0.6061745285987854
48,0.821803629398346
49,0.3135903477668762
50,0.5564683675765991
51,0.256959468126297
52,0.37359562516212463
53,0.2764078378677368
54,0.45721596479415894
55,0.3012712895870209
56,0.30697283148765564
57,0.5208473205566406
58,0.2883497178554535
59,0.3323749601840973
60,0.80598384141922
61,0.3276296854019165
62,0.7425410747528076
63,0.36412495374679565
64,0.4477725327014923
65,0.5679150223731995
66,0.5160557627677917
67,0.63129061460495
68,0.3816775977611542
69,0.6251201033592224
70,0.3716781437397003
71,0.47419115900993347
72,0.5252992510795593
73,0.3798794448375702
74,0.48408427834510803
75,0.6815672516822815
76,0.700211763381958
77,0.6390723586082458
78,0.3388015329837799
79,0.4457925856113434
80,0.41186004877090454
81,0.4434725344181061
82,0.530837893486023
83,0.7099903225898743
84,0.6402414441108704
85,0.734809935092926
86,0.6667489409446716
87,0.6792365908622742
88,0.7611863017082214
89,0.35704371333122253
90,0.27474117279052734
91,0.4684276878833771
92,0.513353168964386
93,0.49899694323539734
94,0.3207615911960602
95,0.4877495765686035
96,0.5264152884483337
97,0.7206534743309021
98,0.30046921968460083
99,0.74378901720047
100,0.5420518517494202
101,0.5371474027633667
102,0.7589355111122131
103,0.36910879611968994
104,0.34271469712257385
105,0.7752856612205505
106,0.29690977931022644
107,0.461857408285141
108,0.33445268869400024
109,0.6835951209068298
110,0.835843026638031
111,0.4560345411300659
112,0.7131443023681641
113,0.45578375458717346
114,0.512165367603302
115,0.3630319833755493
116,0.5865070223808289
117,0.8423239588737488
118,0.5266581773757935
119,0.2954147458076477
120,0.3622379004955292
121,0.27604854106903076
122,0.4458787739276886
123,0.40551596879959106
124,0.7417126297950745
125,0.2898871898651123
126,0.42591628432273865
127,0.37321487069129944
128,0.36829715967178345
129,0.625640332698822
130,0.4137730300426483
131,0.6550622582435608
132,0.45353788137435913
133,0.29038330912590027
134,0.3063887059688568
135,0.6899905800819397
136,0.5237666368484497
137,0.5099397897720337
138,0.32409948110580444
139,0.4425531029701233
140,0.39546120166778564
141,0.5987764596939087
142,0.5401840806007385
143,0.61288982629776
144,0.8219716548919678
145,0.6574007272720337
146,0.5776179432868958
147,0.8022453188896179
148,0.4221920371055603
149,0.6408280730247498
150,0.7224860191345215
151,0.30982205271720886
152,0.6318965554237366
153,0.3576616048812866
154,0.2786082327365875
155,0.4630589187145233
156,0.4220300316810608
157,0.5192336440086365
158,0.41656234860420227
159,0.6472195386886597
160,0.5444883704185486
161,0.4038216173648834
162,0.6617879271507263
163,0.4596277177333832
164,0.7794181704521179
165,0.5755447745323181
166,0.4381793737411499
167,0.7245909571647644
168,0.6571785807609558
169,0.44932833313941956
170,0.5564295649528503
171,0.5640292763710022
172,0.5497246384620667
173,0.49199146032333374
174,0.44497591257095337
175,0.580865204334259
176,0.26391714811325073
177,0.2753448188304901
178,0.3674679398536682
179,0.45574453473091125
180,0.5559868216514587
181,0.5510671734809875
182,0.38056397438049316
183,0.4104118347167969
184,0.4750087261199951
185,0.7190296053886414
186,0.4649015963077545
187,0.3424055278301239
188,0.42793869972229004
189,0.4436958432197571
190,0.28790080547332764
191,0.5772344470024109
192,0.5294930338859558
193,0.4798230528831482
194,0.5390674471855164
195,0.5372487306594849
196,0.6300880312919617
197,0.41930127143859863
198,0.42877572774887085
199,0.3178465962409973
200,0.7551314234733582
201,0.5638072490692139
202,0.6777432560920715
203,0.5229528546333313
204,0.6693002581596375
205,0.8259755373001099
206,0.5081996917724609
207,0.4040171802043915
208,0.4290885329246521
209,0.3089292049407959
210,0.8410828709602356
211,0.43033403158187866
212,0.5057346224784851
213,0.527942955493927
214,0.3621753752231598
215,0.6022863984107971
