source,target,path_nodes,candidate_rank,avg_node_importance,internal_node_importance,avg_edge_bc,cross_comm_ratio,path_length,path_length_int,shortest_len,same_community,pair_score,stretch_ratio,efficiency_ratio,max_edge_bc,node_importance_entropy,community_diversity,delta_E,delta_LCC,delta_ASP,fragility_score,y_fragility,y_gain,y
68,139,"[68, 1986, 476, 306, 139]",1,0.8098513317108154,0.7903520067532858,0.005779911677665832,0.5,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.012923053018143301,1.6086133815217032,0.6,0.0047619727494724595,0.006646971935007295,0.2939386434494633,0.06335130656368457,0.06335130656368457,-0.0007033452658452011,-0.0007033452658452011
68,139,"[68, 1358, 1072, 306, 139]",2,0.8229451417922974,0.8121750235557555,0.013921051248622914,0.5,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.028758591332667796,1.6092663193588677,0.6,0.015015521978022,0.005169867060561217,0.64244265016755,0.13656268564894328,0.13656268564894328,-0.09784620240870234,-0.09784620240870234
68,139,"[68, 1986, 519, 306, 139]",3,0.8276207661628723,0.8199677308400473,0.007657701318667636,0.25,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.012923053018143301,1.609275428085724,0.4,0.00800220682095662,0.006277695716395804,0.4027175142027746,0.08625546385549589,0.08625546385549589,0.01749940231869588,0.01749940231869588
68,139,"[68, 1358, 1483, 306, 139]",4,0.8246335577964782,0.8149890502293905,0.008005046501199424,0.5,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.013112682014527954,1.6093158463554333,0.6,0.008650040931290653,0.00553914327917282,0.373624466635067,0.0804005670111988,0.0804005670111988,0.005876767455571932,0.005876767455571932
68,139,"[68, 1986, 215, 2045, 139]",5,0.8268413496017455,0.8186687032381693,0.004324709680091644,0.25,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.012923053018143301,1.6092383485968562,0.4,0.006367874976330956,0.00553914327917282,0.26809717825920654,0.05838224295404282,0.05838224295404282,-0.04539085137085145,-0.04539085137085145
68,139,"[68, 1986, 519, 2045, 139]",6,0.8328818154335021,0.828736146291097,0.006297050108793314,0.25,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.012923053018143301,1.6092893839123579,0.4,0.005196828865579012,0.006277695716395804,0.2931651733028957,0.06322284449336907,0.06322284449336907,-0.037095756699017456,-0.037095756699017456
68,139,"[68, 1358, 341, 2045, 139]",7,0.8348924994468689,0.8320872863133749,0.005023194721834167,0.5,4.0,4,4.0,0.0,1.67820063829422,1.0,1.0,0.013112682014527954,1.609390557689409,0.6,0.014371751165501101,0.00553914327917282,0.32643937145483193,0.07325223206883595,0.07325223206883595,-0.055537470418068176,-0.055537470418068176
68,139,"[68, 1358, 289, 109, 306, 139]",8,0.8251116434733073,0.818117305636406,0.007403692138466217,0.4,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.013112682014527954,1.791619892239912,0.5,0.012355700549450316,0.005908419497784312,0.7441688190154423,0.15613941182198232,0.15613941182198232,-0.042925567488067425,-0.042925567488067425
68,139,"[68, 1358, 1072, 236, 2045, 139]",9,0.8287862559159597,0.8236292243003844,0.008906453257521188,0.4,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.028758591332667796,1.7915972122343107,0.5,0.013134639665889625,0.00553914327917282,0.8028025245532522,0.1680300180886754,0.1680300180886754,-0.28070334526584517,-0.28070334526584517
68,139,"[68, 1986, 1873, 603, 2045, 139]",10,0.7891934672991435,0.7642400413751602,0.004556955918710076,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.7882244015196256,0.3333333333333333,0.008164553502053445,0.0077548005908418816,0.23642725593616465,0.05365319282439106,0.05365319282439106,-0.042207333777333704,-0.042207333777333704
68,139,"[68, 1358, 289, 109, 2045, 139]",11,0.8294958511988323,0.8246936172246933,0.007162943548409842,0.4,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.013112682014527954,1.7916126536728734,0.5,0.014142391636141671,0.005908419497784312,0.657199359939268,0.13946019644142402,0.13946019644142402,-0.08906265845265846,-0.08906265845265846
68,139,"[68, 1986, 1998, 109, 306, 139]",12,0.8152602990468343,0.8033402889966965,0.0050187409145444175,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.7914995039714745,0.3333333333333333,0.009675097818847872,0.006277695716395804,0.4327704631285956,0.09293521003981658,0.09293521003981658,0.012288552882302895,0.012288552882302895
68,139,"[68, 1986, 2000, 314, 1623, 139]",13,0.7547427256902058,0.7125639289617538,0.0035933097524072275,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.7828474143852004,0.3333333333333333,0.0046945089632590975,0.008493353028064976,0.3445570929650694,0.07418656338954352,0.07418656338954352,0.004655284665475324,0.004655284665475324
68,139,"[68, 1986, 1998, 109, 2045, 139]",14,0.8196445067723591,0.8099166005849838,0.0047779923244880415,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.7914287462928016,0.3333333333333333,0.0046935654623150025,0.006277695716395804,0.392691419756078,0.08292678842269993,0.08292678842269993,-0.041839245558363276,-0.041839245558363276
68,139,"[68, 1986, 1998, 1781, 306, 139]",15,0.8110306262969971,0.7969957798719406,0.003922598669562711,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.7913458669433835,0.3333333333333333,0.0050572906260404615,0.005908419497784312,0.2638520139100944,0.05715668683154879,0.05715668683154879,0.055429945348532315,0.055429945348532315
68,139,"[68, 1986, 1998, 1781, 1623, 139]",16,0.8106730461120605,0.7964594095945359,0.0037083020587084306,0.2,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.012923053018143301,1.7913475895489732,0.3333333333333333,0.004056725912976122,0.007016248153618898,0.3123724774663321,0.06690368511990444,0.06690368511990444,0.02557735119148167,0.02557735119148167
68,139,"[68, 1358, 1740, 1804, 306, 139]",17,0.8152239362398784,0.8032857447862625,0.003913382203606599,0.4,5.0,5,4.0,0.0,1.67820063829422,1.25,0.8,0.013112682014527954,1.7913840980461309,0.5,0.013249151542901488,0.00553914327917282,0.3572400498671451,0.07896332790225875,0.07896332790225875,-0.008940563462302611,-0.008940563462302611
68,153,"[68, 1358, 289, 109, 153]",1,0.8273965263366699,0.8190116087595621,0.007933629767504195,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.6092835557628722,0.6,0.010478370934620895,0.00553914327917282,0.5948678850230786,0.12538058269013322,0.12538058269013322,-0.07647368922945014,-0.07647368922945014
68,153,"[68, 1986, 519, 109, 153]",2,0.8253767895698546,0.8156453808148703,0.006581185608630971,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.6092033041387515,0.4,0.00432594974469927,0.006646971935007295,0.0,0.0043891686718826265,0.0043891686718826265,-0.04642221694971694,-0.04642221694971694
68,153,"[68, 1358, 1072, 236, 153]",3,0.8265450119972229,0.8175924181938171,0.010791915363906167,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.028758591332667796,1.6092676681544829,0.6,0.011869578338328551,0.005169867060561217,0.47314862182746875,0.10144550252504966,0.10144550252504966,-0.09856507409257408,-0.09856507409257408
68,153,"[68, 1986, 1998, 109, 153]",4,0.8155749130249023,0.7993089199066162,0.0049524407376019455,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.609116017524181,0.4,0.0064488199300700155,0.005908419497784312,0.19105774729745217,0.043154445230632166,0.043154445230632166,-0.04642221694971694,-0.04642221694971694
68,153,"[68, 1986, 519, 306, 153]",5,0.8279701995849609,0.8199677308400473,0.007511067627979679,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.6092719521882635,0.4,0.0073252587690085524,0.006277695716395804,0.0661244862335808,0.018666079040877904,0.018666079040877904,-0.001148411865911958,-0.001148411865911958
68,153,"[68, 1358, 1483, 306, 153]",6,0.8249829912185669,0.8149890502293905,0.007858412810511467,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.6093108095001578,0.6,0.010756038201994028,0.00553914327917282,0.5607764006164357,0.1186733527157539,0.1186733527157539,-0.01539535825806285,-0.01539535825806285
68,153,"[68, 1358, 1072, 306, 153]",7,0.8232945752143859,0.8121750235557555,0.013774417557934958,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.028758591332667796,1.6092604234727468,0.6,0.015948128260628247,0.005169867060561217,0.6673920428801008,0.14192560670449594,0.14192560670449594,-0.09760635558885562,-0.09760635558885562
68,153,"[68, 1986, 476, 306, 153]",8,0.8102007651329041,0.7903520067532858,0.005633277986977875,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.608600756003442,0.6,0.006836541930291901,0.006646971935007295,0.2283085745119129,0.05105512044850226,0.05105512044850226,0.017324663402217645,0.017324663402217645
68,153,"[68, 1986, 519, 2045, 153]",9,0.8332312488555906,0.828736146291097,0.0061452836235382875,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.609288580988101,0.4,0.00832903554778558,0.006277695716395804,0.36808536989795115,0.07945976648526279,0.07945976648526279,-0.0014222169497169368,-0.0014222169497169368
68,153,"[68, 1358, 341, 2045, 153]",10,0.8352419328689574,0.8320872863133749,0.0048714282365791405,0.5,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.013112682014527954,1.6093907229218953,0.6,0.012462614958570872,0.00553914327917282,0.5270899384860188,0.11261869099230125,0.11261869099230125,-0.04620482239982246,-0.04620482239982246
68,153,"[68, 1986, 215, 2045, 153]",11,0.8271907830238341,0.8186687032381693,0.0041729431948366175,0.25,4.0,4,4.0,0.0,1.6799478054046633,1.0,1.0,0.012923053018143301,1.6092344871549642,0.4,0.005138877095126865,0.00553914327917282,0.32378141276710437,0.06902749070314075,0.06902749070314075,-0.0014222169497169368,-0.0014222169497169368
68,153,"[68, 1358, 1072, 1805, 109, 153]",12,0.8232887883981067,0.8149462312459945,0.008746440821234786,0.4,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.028758591332667796,1.7915449399193002,0.5,0.015432728382728411,0.005908419497784312,0.768707919501666,0.1622780430525383,0.1622780430525383,-0.24655922431835486,-0.24655922431835486
68,153,"[68, 1986, 1998, 1781, 306, 153]",13,0.8113218208154042,0.7969957798719406,0.0038052917170123455,0.2,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.012923053018143301,1.7913357219975803,0.3333333333333333,0.00728042998667966,0.005908419497784312,0.03366816058756594,0.012009171911298779,0.012009171911298779,0.021466161825292197,0.021466161825292197
68,153,"[68, 1358, 831, 2093, 109, 153]",14,0.7964631855487823,0.7747078269720078,0.003605239607012307,0.4,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.013112682014527954,1.7902277090775356,0.5,0.014592766261516205,0.006646971935007295,0.28022083120290997,0.0645400615191914,0.0645400615191914,-0.09088345099345108,-0.09088345099345108
68,153,"[68, 1986, 1873, 603, 2045, 153]",15,0.7894846618175507,0.7642400413751602,0.004435542730506054,0.2,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.012923053018143301,1.788205061850062,0.3333333333333333,0.0076862963425463615,0.0077548005908418816,0.12772470823011517,0.03172138041937833,0.03172138041937833,0.0203760274588535,0.0203760274588535
68,153,"[68, 1986, 1998, 1781, 1623, 153]",16,0.8109642406304677,0.7964594095945359,0.0037065022280886512,0.2,5.0,5,4.0,0.0,1.6799478054046633,1.25,0.8,0.012923053018143301,1.7913372811915165,0.3333333333333333,0.005834491203241199,0.007016248153618898,0.12867572290243778,0.030875440323231598,0.030875440323231598,0.006508539894083311,0.006508539894083311
68,173,"[68, 1358, 173]",1,0.830209465821584,0.8210686445236206,0.007086444659078907,0.5,2.0,2,2.0,0.0,1.6695597529411317,1.0,1.0,0.013112682014527954,1.0985383602338454,0.6666666666666666,0.013781691225441428,0.004431314623338234,0.18419874453785745,0.044124951247083356,0.044124951247083356,-0.010524983219276729,-0.010524983219276729
